model,normalisation,mean,std,min,max,within_subject,degradation_pts,meets_8pt_target
ExtraTrees,raw,0.5631809511138001,0.07866308831479565,0.4416058394160584,0.6895640686922061,0.819980694980695,25.679974386689498,False
ExtraTrees,subject_norm,0.6475699596583554,0.07672768500545733,0.5036496350364964,0.7368421052631579,0.819980694980695,17.241073532233962,False
LDA,raw,0.5871129217398658,0.06733645534379927,0.4829683698296837,0.6765755053507729,0.6870173745173745,9.99044527775087,False
LDA,subject_norm,0.6488844355991219,0.08983715071257997,0.4768856447688564,0.7526753864447087,0.6870173745173745,3.8132938918252646,True
RF,raw,0.5710616765726712,0.08925910780991553,0.45255474452554745,0.7222914072229141,0.8097249034749034,23.866322690223228,False
RF,subject_norm,0.6495286177455748,0.08240520178234917,0.5109489051094891,0.7671232876712328,0.8097249034749034,16.019628572932866,False
SVM,raw,0.5845169484421484,0.0720937410669319,0.4975669099756691,0.7278731836195509,0.7469835907335908,16.246664229144237,False
SVM,subject_norm,0.6548063515849425,0.07857986219556527,0.5328467153284672,0.7648612945838837,0.7469835907335908,9.217723914864829,False
