config,model,smoothing,latency_ms,accuracy,gain_pts,macro_f1
200ms_trim,ExtraTrees,none,0.0,0.8093629343629344,0.0,0.8135953429046623
200ms_trim,ExtraTrees,causal_vote_3,200.0,0.823238416988417,1.387548262548266,0.8272542280828876
200ms_trim,ExtraTrees,causal_vote_5,400.0,0.8367519305019305,2.7388996138996147,0.8404412179864714
200ms_trim,ExtraTrees,causal_vote_7,600.0,0.8509893822393823,4.162644787644787,0.8543690885240997
200ms_trim,ExtraTrees,oracle_repetition,,0.9791264478764479,16.976351351351347,0.979562666165875
200ms_trim,HistGB,none,0.0,0.8033301158301158,0.0,0.8068853522274916
200ms_trim,HistGB,causal_vote_3,200.0,0.8268581081081081,2.3527992277992293,0.8299624374578988
200ms_trim,HistGB,causal_vote_5,400.0,0.8534025096525096,5.007239382239382,0.8563054353678513
200ms_trim,HistGB,causal_vote_7,600.0,0.8723455598455598,6.901544401544402,0.8749682247974785
200ms_trim,HistGB,oracle_repetition,,0.9845559845559846,18.122586872586876,0.9851151160135528
