features_file,n_windows,accuracy,macro_f1,delta_vs_first_pts
feat_none.csv,8288,0.800796332046332,0.8048249421693877,0.0
feat_bp.csv,8288,0.790661196911197,0.7946703414356927,-1.0135135135135087
feat_bpn.csv,8288,0.7935569498069498,0.7974327690727887,-0.7239382239382253
features.csv,8288,0.7816119691119691,0.786088345155032,-1.9184362934362986
