model_a,model_b,mean_a,mean_b,statistic,p_value,significant
LDA,SVM,0.6145154307751153,0.7297715712108086,0.0,0.001953125,True
LDA,RF,0.6145154307751153,0.8049795734639187,0.0,0.001953125,True
LDA,ExtraTrees,0.6145154307751153,0.8306419955736617,0.0,0.001953125,True
SVM,RF,0.7297715712108086,0.8049795734639187,0.0,0.001953125,True
SVM,ExtraTrees,0.7297715712108086,0.8306419955736617,0.0,0.001953125,True
RF,ExtraTrees,0.8049795734639187,0.8306419955736617,0.0,0.001953125,True
