model,in_synopsis,cv_mean,cv_std,macro_f1,canonical_acc,best_params
ExtraTrees,False,0.8385643824845633,0.021608115525580028,0.8416035189397885,0.847439157282964,"{'clf__max_depth': None, 'clf__n_estimators': 200}"
RF,True,0.8185548663623672,0.021863908142545206,0.8214901761771625,0.8289139120958954,"{'clf__max_depth': 20, 'clf__n_estimators': 200}"
SVM,True,0.7707388152886719,0.02179669136628648,0.7740113838977033,0.7682528151107882,"{'clf__C': 10, 'clf__gamma': 0.01}"
LDA,True,0.6704820030965016,0.043468079382411075,0.6783964899758427,0.6665455866327643,{}
