model,normalisation,mean,std,min,max,within_subject,degradation_pts,meets_8pt_target
ExtraTrees,raw,0.5065010808161482,0.11827768070931438,0.3795620437956204,0.6988110964332893,0.8093629343629344,30.28618535467862,False
ExtraTrees,subject_norm,0.6450704320806825,0.07774456680343256,0.5012165450121655,0.7312722948870393,0.8093629343629344,16.42925022822519,False
LDA,raw,0.49703007565812934,0.10979367361179287,0.350418410041841,0.6512549537648613,0.6136583011583011,11.662822550017177,False
LDA,subject_norm,0.6194708083756201,0.08568976179928325,0.44282238442822386,0.713436385255648,0.6136583011583011,-0.5812507217318963,True
RF,raw,0.5112596206483202,0.11344472883694141,0.40585774058577406,0.6948480845442536,0.7968146718146718,28.55550511663516,False
RF,subject_norm,0.6481434351964992,0.07758863442281431,0.5121654501216545,0.7496886674968867,0.7968146718146718,14.86712366181726,False
SVM,raw,0.4842301966007646,0.12016332297540906,0.3564476885644769,0.7054161162483488,0.653957528957529,16.97273323567644,False
SVM,subject_norm,0.6221481924842711,0.07869173872396708,0.5,0.7397622192866579,0.653957528957529,3.18093364732579,True
